Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
232,"CD Romer, DH Romer","Monetary policy matters",1994,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/0304393294011508","https://scholar.google.com/scholar?cites=5247744096309098531&as_sdt=2005&sciodt=0,5&hl=en",1,"2023-02-07 14:26:29","","","","",,,,,232,8.00,116,2,29,"… 4 in our 1989 paper, shows the impulse response function of the log level of industrial production to the monetary policy dummy variable for our basic equation [Eq. (1) without any …","https://scholar.google.com/scholar?output=instlink&q=info:IziorHO700gJ:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=5758270162037807051&oi=lle","https://scholar.google.com/scholar?q=related:IziorHO700gJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22industrial+production%22&hl=en&as_sdt=0,5"
231,"M Forni, L Gambetti","The dynamic effects of monetary policy: A structural factor model approach",2010,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393209001597","https://scholar.google.com/scholar?cites=10261280987828344763&as_sdt=2005&sciodt=0,5&hl=en",2,"2023-02-07 14:26:29","HTML","","","",,,,,231,17.77,116,2,13,"… to study the effects of monetary policy. Monetary policy shocks are identified using a standard recursive scheme, in which the impact effects on both industrial production and prices are …","https://www.sciencedirect.com/science/article/pii/S0304393209001597","https://scholar.google.com/scholar?q=related:u1f6G7FkZ44J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22industrial+production%22&hl=en&as_sdt=0,5"
3,"N Ahmad, SK Rangaraju","Monetary policy shock and industrial production: industry-level evidence from the US",2020,"Journal of Economic Studies","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/JES-04-2020-0153","https://scholar.google.com/scholar?cites=11843554643189599427&as_sdt=2005&sciodt=0,5&hl=en",3,"2023-02-07 14:26:29","","10.1108/JES-04-2020-0153","","",,,,,3,1.00,2,2,3,"… monetary policy shock decreases the industrial production in the short run. In general, responses of all industries show a similar pattern to the response of total industrial production. …","https://scholar.google.com/scholar?output=instlink&q=info:w4w-uTLCXKQJ:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=8264008610121042524&oi=lle","https://scholar.google.com/scholar?q=related:w4w-uTLCXKQJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22industrial+production%22&hl=en&as_sdt=0,5"
13,"LM Murgia","The effect of monetary policy shocks on macroeconomic variables: Evidence from the Eurozone",2020,"Economics Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165176519304070","https://scholar.google.com/scholar?cites=16384893035902626337&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-02-07 14:26:29","","","","",,,,,13,4.33,13,1,3,"… Central Bank (ECB) monetary policy shocks impact industrial production (output) and inflation (… of monetary policy shocks. Industrial production responds to an unpredictable positive …","https://ueaeprints.uea.ac.uk/id/eprint/72884/1/Accepted_Manuscript.pdf","https://scholar.google.com/scholar?q=related:IWq_v2fVYuMJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22industrial+production%22&hl=en&as_sdt=0,5"
22,"JD Quintero Otero","Industrial structure and transmission of monetary policy in Latin American countries",2017,"Investigación económica","scielo.org.mx","https://www.scielo.org.mx/scielo.php?pid=S0185-16672017000400103&script=sci_arttext&tlng=en","https://scholar.google.com/scholar?cites=16547702307888723481&as_sdt=2005&sciodt=0,5&hl=en",5,"2023-02-07 14:26:29","HTML","","","",,,,,22,3.67,22,1,6,"… subsectors, this article shows the impact of monetary policy according to the industrial structure in … Results show that the impact of monetary policy on industrial production is stronger in …","https://www.scielo.org.mx/scielo.php?pid=S0185-16672017000400103&script=sci_arttext&tlng=en","https://scholar.google.com/scholar?q=related:GXaeVpM_peUJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22industrial+production%22&hl=en&as_sdt=0,5"
24,"TML Nguyen, E Papyrakis, PAG Van Bergeijk","Assessing the price and output effects of monetary policy in Vietnam: evidence from a VAR analysis",2019,"Applied Economics","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/00036846.2019.1602708","https://scholar.google.com/scholar?cites=15433974362308998707&as_sdt=2005&sciodt=0,5&hl=en",6,"2023-02-07 14:26:29","","10.1080/00036846.2019.1602708","","",,,,,24,6.00,8,3,4,"… They investigated the impact of monetary policy through the … In the case of the latter two channels, monetary policy … of a significant effect of monetary policy on industrial production and …","https://www.tandfonline.com/doi/pdf/10.1080/00036846.2019.1602708?needAccess=true&role=button","https://scholar.google.com/scholar?q=related:M_bp6eh9MNYJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22industrial+production%22&hl=en&as_sdt=0,5"
21,"WS Maliszewski","VAR-ing monetary policy in Poland",1999,"CASE Network Studies and Analyses","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1446726","https://scholar.google.com/scholar?cites=9088474620438825108&as_sdt=2005&sciodt=0,5&hl=en",7,"2023-02-07 14:26:29","","","","",,,,,21,0.88,21,1,24,"… This paper makes an attempt to estimate the effects of monetary policy shocks on the … with industrial production, CPI, money market rate and exchange rate. Industrial production and …","","https://scholar.google.com/scholar?q=related:lMhotYO_IH4J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22industrial+production%22&hl=en&as_sdt=0,5"
1197,"G Bekaert, M Hoerova, ML Duca","Risk, uncertainty and monetary policy",2013,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393213000871","https://scholar.google.com/scholar?cites=9191434072892642748&as_sdt=2005&sciodt=0,5&hl=en",8,"2023-02-07 14:26:29","HTML","","","",,,,,1197,119.70,399,3,10,"… Lastly, the impact of monetary policy on industrial production growth is not statistically significant (Panel C). Note that with different measures for the business cycle, such as employment…","https://www.sciencedirect.com/science/article/pii/S0304393213000871","https://scholar.google.com/scholar?q=related:vBUwS5eIjn8J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22industrial+production%22&hl=en&as_sdt=0,5"
12,"P Gogas, I Pragidis, BM Tabak","Asymmetric effects of monetary policy in the US and Brazil",2018,"The Journal of Economic Asymmetries","Elsevier","https://www.sciencedirect.com/science/article/pii/S1703494918300884","https://scholar.google.com/scholar?cites=2755526945399335347&as_sdt=2005&sciodt=0,5&hl=en",9,"2023-02-07 14:26:29","","","","",,,,,12,2.40,4,3,5,"… shock represented by a negative residual) then we expect a negative effect on the industrial production index and vice versa. We do not detect any asymmetries stemming from the sign …","","https://scholar.google.com/scholar?q=related:s2mLTSiZPSYJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22industrial+production%22&hl=en&as_sdt=0,5"
38,"G Karras","Asymmetric effects of monetary policy with or without Quantitative Easing: Empirical evidence for the US",2013,"The Journal of Economic Asymmetries","Elsevier","https://www.sciencedirect.com/science/article/pii/S1703494913000029","https://scholar.google.com/scholar?cites=5847542260568162114&as_sdt=2005&sciodt=0,5&hl=en",10,"2023-02-07 14:26:29","","","","",,,,,38,3.80,38,1,10,"… Using US quarterly data from the 1950–2011 period, monetary base shocks and their effects on real GDP and industrial production are estimated. First, the paperʼs findings strongly …","","https://scholar.google.com/scholar?q=related:Qv8_UrSkJlEJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22industrial+production%22&hl=en&as_sdt=0,5"
