Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
29,"M Aslam, AG Awan","Impact of monetary policy on economic growth: Evidence from Pakistan",2018,"Global journal of management, social sciences …","academia.edu","https://www.academia.edu/download/55595128/Mehvish_Aslam_research_paper.pdf","https://scholar.google.com/scholar?cites=12890433821703055279&as_sdt=2005&sciodt=0,5&hl=en",1,"2023-02-09 16:27:49","PDF","","","",,,,,29,5.80,15,2,5,"… growth and GDP deflator is 0.99, t – statistics is 44.67 and its probability value is 0.00 which shows that there exists high level of association among real GDP and GDP deflator. The …","https://www.academia.edu/download/55595128/Mehvish_Aslam_research_paper.pdf","https://scholar.google.com/scholar?q=related:r6dKr0MF5LIJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
2754,"H Uhlig","What are the effects of monetary policy on output? Results from an agnostic identification procedure",2005,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393205000073","https://scholar.google.com/scholar?cites=18124578989861024955&as_sdt=2005&sciodt=0,5&hl=en",2,"2023-02-09 16:27:49","","","","",,,,,2754,153.00,2754,1,18,"… For example, one can calculate the impulse response for inflation rates by calculating r π , a ( k ) = r p , a ( k ) - r p , a ( k - 12 ) , where r p , a ( k ) is the horizon of the GDP deflator at …","https://repec.cepr.org/repec/cpr/ceprdp/DP2137.pdf","https://scholar.google.com/scholar?q=related:u7QsKpBwh_sJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
1820,"L Christiano, MS Eichenbaum, C Evans","The effects of monetary policy shocks: some evidence from the flow of funds",1994,"","nber.org","https://www.nber.org/papers/w4699","https://scholar.google.com/scholar?cites=13953162119163757296&as_sdt=2005&sciodt=0,5&hl=en",3,"2023-02-09 16:27:49","","","","",,,,,1820,62.76,607,3,29,"… Figure 2.4 shows that the GDP deflator is roughly flat for a year after a monetary policy shock… Notice that when PCOM is excluded from the VAR, the GDP deflator rises for over two years …","https://www.nber.org/system/files/working_papers/w4699/w4699.pdf","https://scholar.google.com/scholar?q=related:8EIxNgWXo8EJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
260,"J Ganley, C Salmon","The industrial impact of monetary policy shocks: some stylised facts",1997,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=74661","https://scholar.google.com/scholar?cites=9910039492265182969&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-02-09 16:27:49","","","","",,,,,260,10.00,130,2,26,"… for each industrial sector and compare the effect of a monetary policy shock on each sector’s … GDP and the GDP deflator in our VARs, taking our lead from Gertler and Gilchrist (1994). …","https://www.bankofengland.co.uk/-/media/boe/files/working-paper/1997/the-industrial-impact-of-monetary-policy-shocks.pdf","https://scholar.google.com/scholar?q=related:-QaPnmmIh4kJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
71,"K Davtyan","The distributive effect of monetary policy: The top one percent makes the difference",2017,"Economic modelling","Elsevier","https://www.sciencedirect.com/science/article/pii/S0264999316305806","https://scholar.google.com/scholar?cites=17100187239487742590&as_sdt=2005&sciodt=0,5&hl=en",5,"2023-02-09 16:27:49","","","","",,,,,71,11.83,71,1,6,"… The other variables: real GDP, CPI, GDP deflator, and the federal funds rate, are taken from … Real GDP is computed by using nominal GDP and a base index for GDP deflator. For the …","","https://scholar.google.com/scholar?q=related:fqJVkrERUO0J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
23,"P Caraiani, AC Călin","The effects of monetary policy on stock market bubbles at zero lower bound: Revisiting the evidence",2018,"Economics Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165176518301873","https://scholar.google.com/scholar?cites=3518627440733947210&as_sdt=2005&sciodt=0,5&hl=en",6,"2023-02-09 16:27:49","","","","",,,,,23,4.60,12,2,5,"… the US: GDP, GDP deflator, federal funds rate, … GDP deflator), GDP deflator, World Bank commodity price index, the S &P 500 and the corresponding dividends (deflated by GDP deflator…","","https://scholar.google.com/scholar?q=related:SoXjzQOt1DAJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
23,"BS Cortes, D Kong","Regional effects of Chinese monetary policy",2007,"International Journal of Economic Policy Studies","Springer","https://link.springer.com/article/10.1007/BF03405696","https://scholar.google.com/scholar?cites=7450966171334300028&as_sdt=2005&sciodt=0,5&hl=en",7,"2023-02-09 16:27:49","","10.1007/BF03405696","","",,,,,23,1.44,12,2,16,"… to determine the more useful monetary policy indicator, we run … , GDP deflator, and real aggregate GDP; and (2) Cholesky ordering of money supply M2, real exchange rate, GDP deflator…","","https://scholar.google.com/scholar?q=related:fFHVg0EmZ2cJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
42,"A Thapar","Using private forecasts to estimate the effects of monetary policy",2008,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393208000664","https://scholar.google.com/scholar?cites=15896011902096288102&as_sdt=2005&sciodt=0,5&hl=en",8,"2023-02-09 16:27:49","","","","",,,,,42,2.80,42,1,15,"… The right column illustrates the effect of a monetary shock on the GDP deflator. VAR-1t predicts that prices will rise in response to a contraction in monetary policy. This effect is …","","https://scholar.google.com/scholar?q=related:ZqnUsZr6mdwJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
16,"RM Sousa","The effects of monetary policy in a small open economy: the case of Portugal",2014,"Applied Economics","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/00036846.2013.818214","https://scholar.google.com/scholar?cites=1556395886574235233&as_sdt=2005&sciodt=0,5&hl=en",9,"2023-02-09 16:27:49","","10.1080/00036846.2013.818214","","",,,,,16,1.78,16,1,9,"… In this article, I analyse the macroeconomic effects of monetary policy on the Portuguese … All variables are expressed in real terms by using the GDP deflator. The GDP deflator is …","https://repositorium.sdum.uminho.pt/bitstream/1822/22489/1/NIPE_WP_27_2012.pdf","https://scholar.google.com/scholar?q=related:Ye4iDdBtmRUJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
120,"SK Mallick, RM Sousa","Real effects of monetary policy in large emerging economies",2012,"Macroeconomic Dynamics","cambridge.org","https://www.cambridge.org/core/journals/macroeconomic-dynamics/article/real-effects-of-monetary-policy-in-large-emerging-economies/F7C2A5A8180F2EFBD5366DAB87068F72","https://scholar.google.com/scholar?cites=3434502998449065116&as_sdt=2005&sciodt=0,5&hl=en",10,"2023-02-09 16:27:49","","","","",,,,,120,10.91,60,2,11,"… monetary policy has a strong and negative effect on output. We also show that such contractionary monetary policy … logs and deflated using the GDP deflator, with the obvious exception …","","https://scholar.google.com/scholar?q=related:nAySwkfOqS8J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
22,"A Amatov, JH Dorfman","The effects on commodity prices of extraordinary monetary policy",2017,"Journal of Agricultural and Applied …","cambridge.org","https://www.cambridge.org/core/journals/journal-of-agricultural-and-applied-economics/article/effects-on-commodity-prices-of-extraordinary-monetary-policy/7064CC5BDC6D44837E1C42B5374BA650","https://scholar.google.com/scholar?cites=915039947627318420&as_sdt=2005&sciodt=0,5&hl=en",11,"2023-02-09 16:27:49","","","","",,,,,22,3.67,11,2,6,"… The IMF GDP deflator of 110 advanced economies is included to account for inflation. … GDP deflator in our model allows us to test for whether commodity price impacts of monetary policy …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7064CC5BDC6D44837E1C42B5374BA650/S1074070816000341a.pdf/div-class-title-the-effects-on-commodity-prices-of-extraordinary-monetary-policy-div.pdf","https://scholar.google.com/scholar?q=related:lEye-fvfsgwJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
24,"E Ume","The impact of monetary policy on housing market activity: An assessment using sign restrictions",2018,"Economic Modelling","Elsevier","https://www.sciencedirect.com/science/article/pii/S026499931730603X","https://scholar.google.com/scholar?cites=11058376825444723854&as_sdt=2005&sciodt=0,5&hl=en",12,"2023-02-09 16:27:49","","","","",,,,,24,4.80,24,1,5,"… monetary policy shock. Variables are ordered such that real output, the GDP deflator, and … is the GDP deflator; c t is commodity prices; r t is total reserves; nb t is nonborrowed reserves…","","https://scholar.google.com/scholar?q=related:jmwLCSI_d5kJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
4,"K Cheng, Y Yang","Revisiting the effects of monetary policy shocks: Evidence from SVAR with narrative sign restrictions",2020,"Economics Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165176520303591","https://scholar.google.com/scholar?cites=18347161214542134950&as_sdt=2005&sciodt=0,5&hl=en",13,"2023-02-09 16:27:49","","","","",,,,,4,1.33,2,2,3,"… , the GDP deflator increases following the monetary policy tightening. By contrast, a contractionary monetary policy shock has a significant negative effect on the GDP deflator in the …","","https://scholar.google.com/scholar?q=related:pr6bzeo1nv4J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
225,"C Vargas-Silva","Monetary policy and the US housing market: A VAR analysis imposing sign restrictions",2008,"Journal of Macroeconomics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164070407000997","https://scholar.google.com/scholar?cites=17062633491833084165&as_sdt=2005&sciodt=0,5&hl=en",14,"2023-02-09 16:27:49","","","","",,,,,225,15.00,225,1,15,"… variables for a number of periods after a monetary policy shock. We assume that shocks to monetary policy do not lead to increases in the GDP deflator, house prices, a commodity price …","https://ora.ox.ac.uk/objects/uuid:b3b71d86-f66b-4e17-91cb-aeb75cba04b6/download_file?file_format=pdf&safe_filename=wp07-05.pdf&type_of_work=Journal+article","https://scholar.google.com/scholar?q=related:BdlkVcKmyuwJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
246,"SM Barakchian, C Crowe","Monetary policy matters: Evidence from new shocks data",2013,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393213001268","https://scholar.google.com/scholar?cites=13754216008579675222&as_sdt=2005&sciodt=0,5&hl=en",15,"2023-02-09 16:27:49","","","","",,,,,246,24.60,123,2,10,"… They interpolate GDP and the GDP Deflator to convert a quarterly series to a monthly series, while this paper uses monthly Industrial Production and CPI data instead. This paper also …","","https://scholar.google.com/scholar?q=related:VvRhO5bK4L4J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
331,"J Galí, L Gambetti","The effects of monetary policy on stock market bubbles: Some evidence",2015,"American Economic Journal: Macroeconomics","aeaweb.org","https://www.aeaweb.org/aej-macro/accepted_single.php?id=1584&jrnl=mac","https://scholar.google.com/scholar?cites=11231415183168822233&as_sdt=2005&sciodt=0,5&hl=en",16,"2023-02-09 16:27:49","","","","",,,,,331,41.38,166,2,8,"… The tightening of monetary policy leads to a persistent increase in both nominal and real rates, a decline in GDP and an (eventual) decline in the GDP deflator. The response pattern for …","https://www.nber.org/system/files/working_papers/w19981/w19981.pdf","https://scholar.google.com/scholar?q=related:2du0PZoA3psJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
69,"M Nakajima","The redistributive consequences of monetary policy",2015,"Federal Reserve Bank of Philadelphia …","philadelphiafed.org","https://www.philadelphiafed.org/-/media/frbp/assets/economy/articles/business-review/2015/q2/brq215_the_redistributive_consequences_of_monetary_policy.pdf","https://scholar.google.com/scholar?cites=16782531716228617214&as_sdt=2005&sciodt=0,5&hl=en",17,"2023-02-09 16:27:49","PDF","","","",,,,,69,8.63,69,1,8,"… monetary policy has redistributive consequences.Then I go on to discuss the effects of unconventional monetary policy … -year-ahead median GDP deflator inflation expectations in the …","https://www.philadelphiafed.org/-/media/frbp/assets/economy/articles/business-review/2015/q2/brq215_the_redistributive_consequences_of_monetary_policy.pdf","https://scholar.google.com/scholar?q=related:_pOIoa2H5-gJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
181,"MO Ravn, M Sola","Asymmetric effects of monetary policy in the United States",2004,"Review-Federal Reserve Bank of Saint …","files.stlouisfed.org","https://files.stlouisfed.org/research/publications/review/04/09/Ravn.pdf","https://scholar.google.com/scholar?cites=3197410820495728794&as_sdt=2005&sciodt=0,5&hl=en",18,"2023-02-09 16:27:49","PDF","","","",,,,,181,9.53,91,2,19,"… (we include as regressors the log difference of non-borrowed reserves, the log difference of total reserves, the log difference of GDP, and the log difference of the implicit GDP deflator)…","https://files.stlouisfed.org/research/publications/review/04/09/Ravn.pdf","https://scholar.google.com/scholar?q=related:mmCjXDN8XywJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
1093,"M Woodford","The Taylor rule and optimal monetary policy",2001,"American Economic Review","pubs.aeaweb.org","https://pubs.aeaweb.org/doi/abs/10.1257/aer.91.2.232","https://scholar.google.com/scholar?cites=10905358359200469185&as_sdt=2005&sciodt=0,5&hl=en",19,"2023-02-09 16:27:49","","10.1257/aer.91.2.232","","",,,,,1093,49.68,1093,1,22,"… where it denotes the Fed’s operating target for the federal funds rate, t is the inflation rate (measured by the GDP deflator), yt is the log of real GDP, and yt is the log of potential output (…","https://academiccommons.columbia.edu/doi/10.7916/D8WS94BK/download","https://scholar.google.com/scholar?q=related:wRB7DKadV5cJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
69,"LEO Svensson","Monetary policy strategies for the Federal Reserve",2020,"","nber.org","https://www.nber.org/papers/w26657","https://scholar.google.com/scholar?cites=16760216112964082949&as_sdt=2005&sciodt=0,5&hl=en",20,"2023-02-09 16:27:49","","","","",,,,,69,23.00,69,1,3,"… Nominal-GPD targeting means that GDP and the GDP deflator are … In addition, data on GDP and the GDP deflator have longer … the log of the GDP deflator. The NGDP target satisfies Y ∗ …","https://www.nber.org/system/files/working_papers/w26657/w26657.pdf","https://scholar.google.com/scholar?q=related:BZ0AXME_mOgJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
21,"FNG Andersson","Monetary policy, asset price inflation and consumer price inflation",2011,"Economics Bulletin","accessecon.com","http://www.accessecon.com/Pubs/EB/2011/Volume31/EB-11-V31-I1-P73.pdf","https://scholar.google.com/scholar?cites=10587089648206666379&as_sdt=2005&sciodt=0,5&hl=en",21,"2023-02-09 16:27:49","PDF","","","",,,,,21,1.75,21,1,12,"… on Assenmacher-Wesche and Gerlach (2008a, b), and analyzes the relationship between money growth and different price indices such as the consumer price index, GDP deflator, …","http://www.accessecon.com/Pubs/EB/2011/Volume31/EB-11-V31-I1-P73.pdf","https://scholar.google.com/scholar?q=related:i9qSNvHl7JIJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
26,"K Davtyan","Income inequality and monetary policy: An analysis on the long run relation",2016,"AQR–Working Papers, 2016, AQR16/04","diposit.ub.edu","http://diposit.ub.edu/dspace/handle/2445/98583","https://scholar.google.com/scholar?cites=6115297385147102984&as_sdt=2005&sciodt=0,5&hl=en",22,"2023-02-09 16:27:49","","","","",,,,,26,3.71,26,1,7,"… Though GDP deflator decreases following the contractionary monetary policy shock, the impact is not significant as in the case of the response of prices in Figure 8. However, compared …","http://diposit.ub.edu/dspace/bitstream/2445/98583/1/IR16-004_Davtyan-Income.pdf","https://scholar.google.com/scholar?q=related:CHeRUZLm3VQJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
170,"CD Romer, DH Romer","A Rehabilitation of Monetary Policy in the 1950's",2002,"American Economic Review","pubs.aeaweb.org","https://pubs.aeaweb.org/doi/abs/10.1257/000282802320189113","https://scholar.google.com/scholar?cites=18054537618954775647&as_sdt=2005&sciodt=0,5&hl=en",23,"2023-02-09 16:27:49","","10.1257/000282802320189113","","",,,,,170,8.10,85,2,21,"… We measure inflation as the quarter-toquarter change in the log of the GDP deflator (at an annual rate). The deviation of output from trend is calculated as the difference between the log …","https://www.nber.org/system/files/working_papers/w8800/w8800.pdf","https://scholar.google.com/scholar?q=related:X-y5sU6ajvoJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
