"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RS5K49PD","journalArticle","2012","Simic, Vladimir; Malesevic Perovic, Lena","Monetary Policy Transmission in the Balkans in the 21st Century: Empirical Evidence","Journal of Economic and Social Studies","","","10.14706/JECOSS11222","","","2012-06-15","2023-03-14 16:10:42","2023-03-14 16:10:42","","9-41","","","2","","Journal of Economic and Social Studies","Monetary Policy Transmission in the Balkans in the 21st Century","","","","","","","","","","","","ResearchGate","","","","C:\Users\Enzinger\Zotero\storage\UM92Z9AG\Simic und Malesevic Perovic - 2012 - Monetary Policy Transmission in the Balkans in the.pdf; ","https://www.researchgate.net/publication/270552549_Monetary_Policy_Transmission_in_the_Balkans_in_the_21st_Century_Empirical_Evidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8J6WER4J","report","2012","Khundrakpam, Jeevan; Jain, Rajeev","Monetary Policy Transmission in India: A Peep Inside the Black Box","","","","","https://econpapers.repec.org/paper/pramprapa/50903.htm","Using SVAR models on quarterly data for 1996-97:1 to 2011-12:1, the paper examines the relative importance of various transmission channels of monetary policy to GDP growth and inflation in India. It finds that external exogenous factors prolong the impact of monetary policy transmission on GDP growth and inflation in India, while removing the problem of ‘price puzzle’. Among the various channels of transmission, interest rate channel, credit channel and asset prices channel are found to be important, while exchange rate channel is weak. A positive shock to policy rate leads to slowdown in credit growth with a lag of two quarters and subsequently impacts GDP growth and inflation negatively. The same monetary policy shock has a negative impact on asset prices from the third quarter onwards and, in turn, has a pronounced negative impact on GDP growth and inflation. Exchange rate channel is found to have an insignificant impact on GDP growth, but has non-negligible impact on inflation. Interest rate channel is found to account for about half of the total impact of monetary shocks on GDP growth and about one-third of the total impact on inflation, indicating that interest rate channel is the most important channel for monetary policy transmission in India.","2012-06","2023-03-14 16:14:26","2023-03-14 16:14:26","2023-03-14 16:14:26","","","","","","","Monetary Policy Transmission in India","","","","","University Library of Munich, Germany","","","","MPRA Paper","","","RePEc - Econpapers","","","","C:\Users\Enzinger\Zotero\storage\RPAQZZ2V\Khundrakpam und Jain - 2012 - Monetary Policy Transmission in India A Peep Insi.pdf; C:\Users\Enzinger\Zotero\storage\AM7632NI\Khundrakpam und Jain - 2012 - Monetary Policy Transmission in India A Peep Insi.pdf; C:\Users\Enzinger\Zotero\storage\8X6LNT2K\50903.html","","","Interest Rate Channel; Monetary Policy; Monetary Transmission; Structural VAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W6ANUDDX","journalArticle","2003","Gan, Wee Beng; Soon, Lee Ying","Characterizing the monetary transmission mechanism in a small open economy: the case of malaysia","The Singapore Economic Review","","0217-5908","10.1142/S0217590803000670","https://www.worldscientific.com/doi/abs/10.1142/S0217590803000670","This paper evaluates the monetary policy response of Malaysia's central bank and the nature of monetary transmission mechanism in the 1990s when the exchange rate was on a managed float and the capital account was open. Structural vector autogression analysis is employed to evaluate how the central bank sets short term interest rates taking into consideration the constraints faced in adjusting the policy instrument to shocks to the economy. The impulse response functions and the variance decomposition indicate that the central bank preferred to use foreign exchange intervention rather than interest rate to stabilize the ringgit exchange rate. The results suggest that a sustained high level of interest rates would have caused a prolonged and deep contraction in output during the East Asian financial crisis.","2003-10","2023-03-14 16:37:22","2023-03-14 16:37:22","2023-03-14 16:37:22","113-134","","02","48","","Singapore Econ. Rev.","Characterizing the monetary transmission mechanism in a small open economy","","","","","","","","","","","","worldscientific.com (Atypon)","","Publisher: World Scientific Publishing Co.","","","","","East Asia financial crisis; Monetary policy; Monetary transmission","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZCMIM5R","journalArticle","2009","Gavin, William T.; Kemme, David M.","Using extraneous information to analyze monetary policy in transition economies","Journal of International Money and Finance","","0261-5606","10.1016/j.jimonfin.2008.09.005","https://www.sciencedirect.com/science/article/pii/S0261560608001435","Empirical macroeconomics is plagued by small sample size and large idiosyncratic variation. This problem is especially severe in the case of the transition economies. We utilize a mixed-estimation method incorporating prior information from OECD country data to estimate the parameters of a reduced-form transition economy model. An exactly identified structural VAR model is constructed to analyze monetary policy in the transition economies. The OECD information increases the precision of the impulse response functions in the transition economies. The method provides a systematic way to analyze monetary policy in the transition economies where data availability is limited.","2009-09-01","2023-03-14 16:37:27","2023-03-14 16:37:27","2023-03-14 16:37:27","868-879","","5","28","","Journal of International Money and Finance","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\QKZ494JW\Gavin und Kemme - 2009 - Using extraneous information to analyze monetary p.pdf","","","Mixed estimation; Monetary transmission mechanisms; Structural VAR; Transition economy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7KCUFZPZ","journalArticle","2001","Gottschalk, Jan; Moore, David","Implementing Inflation Targeting Regimes: The Case of Poland","Journal of Comparative Economics","","0147-5967","10.1006/jcec.2000.1699","https://www.sciencedirect.com/science/article/pii/S0147596700916998","Poland has recently moved to inflation targeting as a strategy for monetary policy. Such a strategy can best be implemented with some understanding of the linkages between the policy variables and inflation outcomes. This paper finds that the exchange rate played a dominant role as a policy instrument in the 1990's. However, linkages between the short-term interest rate and inflation have been weak. Given this finding, modification of some details of the strategy, such as widening the target range or lengthening the target horizon, would be helpful. J. Comp. Econ., March 2001 29(1), pp. 24–39. The Kiel Institute of World Economics, 24100 Kiel, Germany; European I Department, International Monetary Fund, 700 19th Street, NW, Washington, DC 20431. Copyright 2001 Academic Press. Journal of Economic Literature Classification Numbers: E52, E58.","2001-03-01","2023-03-14 16:37:32","2023-03-14 16:37:32","2023-03-14 16:37:32","24-39","","1","29","","Journal of Comparative Economics","Implementing Inflation Targeting Regimes","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\MBM65N4K\Gottschalk und Moore - 2001 - Implementing Inflation Targeting Regimes The Case.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9IX3BLA3","journalArticle","2013","He, Qing; Leung, Pak-Ho; Chong, Terence Tai-Leung","Factor-augmented VAR analysis of the monetary policy in China","China Economic Review","","1043-951X","10.1016/j.chieco.2013.03.001","https://www.sciencedirect.com/science/article/pii/S1043951X13000205","We investigate the transmission mechanism of monetary policy in China over the past decades with emphasis on the post-Asian crisis period. A factor-augmented VAR method is used to study the effectiveness of monetary policy instruments in stabilizing the Chinese economy. We find that repo rate, benchmark lending rate, and a market-based monetary stance have little impact on the Chinese economy, and are only mildly effective when the exchange rate is more market-determined. The non-market-based measures of People's Bank of China, such as growth rates of total loan and money supply, are effective in adjusting the real economy and price level. Given the slow pace of exchange rate reform, China is likely to continue employing non-market-based policies in the near future.","2013-06-01","2023-03-14 16:37:36","2023-03-14 16:37:36","2023-03-14 16:37:36","88-104","","","25","","China Economic Review","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\7QUQP9KI\He et al. - 2013 - Factor-augmented VAR analysis of the monetary poli.pdf","","","Factor model; Monetary policy; Principal components; VAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SH6KTAD8","journalArticle","2010","Jarociński, Marek","Responses to monetary policy shocks in the east and the west of Europe: a comparison","Journal of Applied Econometrics","","1099-1255","10.1002/jae.1082","https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.1082","This paper compares impulse responses to monetary policy shocks in the euro area countries before the EMU and in the New Member States (NMS) from central–eastern Europe. We mitigate the small-sample problem, which is especially acute for the NMS, by using a Bayesian estimation that combines information across countries. The impulse responses in the NMS are broadly similar to those in the euro area countries. There is some evidence that in the NMS, which have had higher and more volatile inflation, the Phillips curve is steeper than in the euro area countries. This finding is consistent with economic theory. Copyright © 2009 John Wiley & Sons, Ltd.","2010","2023-03-14 16:37:41","2023-03-14 16:37:41","2023-03-14 16:37:41","833-868","","5","25","","","Responses to monetary policy shocks in the east and the west of Europe","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/jae.1082","","C:\Users\Enzinger\Zotero\storage\XFQ4BU8W\Jarociński - 2010 - Responses to monetary policy shocks in the east an.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YCGD3V6S","journalArticle","2011","Kabundi, Alain; Ngwenya, Nonhlanhla","Assessing Monetary Policy in South Africa in a Data-Rich Environment","South African Journal of Economics","","1813-6982","10.1111/j.1813-6982.2011.01265.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1813-6982.2011.01265.x","This paper examines the efficacy of monetary policy in the South African economy using a data-rich framework. We use the Factor-Augmented Vector Autoregressive (FAVAR) methodology, which contains 110 monthly variables for the period 1985:02-2007:11. The results, based on impulse-response functions, provide no evidence of the price puzzle observed in traditional Structural Vector Autoregressive analysis and confirm that monetary policy in South Africa is effective in stabilising prices. Unlike the traditional vector autoregressive approach, the FAVAR methodology allows further analysis of a large number of variables. Variables from real and financial variables react negatively to a contractionary monetary policy shock. Finally, we find evidence of the importance of a confidence channel transmission following a monetary policy shock.","2011","2023-03-14 16:38:12","2023-03-14 16:38:12","2023-03-14 16:38:12","91-107","","1","79","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1813-6982.2011.01265.x","","C:\Users\Enzinger\Zotero\storage\2FRF6NAC\Kabundi und Ngwenya - 2011 - Assessing Monetary Policy in South Africa in a Dat.pdf","","","C32; E52; FAVAR; impulse response functions; Monetary policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIALLZA2","journalArticle","2009","Koivu, Tuuli","Has the Chinese economy become more sensitive to interest rates? Studying credit demand in China","China Economic Review","","1043-951X","10.1016/j.chieco.2008.03.001","https://www.sciencedirect.com/science/article/pii/S1043951X08000175","Chinese authorities have traditionally relied mainly on administrative and quantitative measures in conducting monetary policy, with interest rates playing a less prominent role. Additional support for this view resides in a number of earlier studies that have found that the impact of interest rates on the real economy has been miniscule. However, taking into account numerous reforms in the financial sector and more widely in the Chinese economy, interest rates may have gained some influence in the last few years. It is important to study the effectiveness of interest rates also in light of future reforms of the monetary policy tools in China. Whereas administrative policy measures were effective in guiding the behaviour of state-owned enterprises, the authorities may need to increase the use of more market-oriented monetary policy tools as the share of the economy in private and foreign ownership grows. We use a vector error correction model to study, within a credit demand framework, whether the impact of interest rates in China has become stronger over the last decade. Our results suggest that loan demand has indeed become more dependent on interest rates, albeit the channel from interest rates to the real economy is still weak.","2009-09-01","2023-03-14 16:38:20","2023-03-14 16:38:20","2023-03-14 16:38:20","455-470","","3","20","","China Economic Review","Has the Chinese economy become more sensitive to interest rates?","Symposium on Economic Consequences of Urbanization and Urbanization Policy in China","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\NEWL8NFS\Koivu - 2009 - Has the Chinese economy become more sensitive to i.pdf; C:\Users\Enzinger\Zotero\storage\ZJ96MVYR\S1043951X08000175.html","","","China; Monetary economics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R9UWQLYM","journalArticle","2011","Krušec, Dejan","Is Inflation Targeting Effective?","Eastern European Economics","","0012-8775","10.2753/EEE0012-8775490104","https://doi.org/10.2753/EEE0012-8775490104","This paper estimates the monetary transmission mechanisms in four inflation-targeting new EU members: the Czech Republic, Hungary, Slovakia, and Poland. We use a structural vector error-correction model to identify the monetary shock with long-run restrictions. We find that a restrictive monetary shock has a significant negative effect on the inflation rate in all the countries considered. In response to a one-percentage-point shock in the nominal interest rate, inflation falls by half to one percentage point and returns to steady state after four to six months. Therefore, inflation targeting is likely to be an effective strategy on these countries' way to join the European Monetary Union. The policy might also be a relevant option for future EU member states.","2011-01-01","2023-03-14 16:38:38","2023-03-14 16:38:38","2023-03-14 16:38:38","52-71","","1","49","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.2753/EEE0012-8775490104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
