"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IWFN8DBK","journalArticle","2021","Boeck, Maximilian; Feldkircher, Martin","The Impact of Monetary Policy on Yield Curve Expectations","Journal of Economic Behavior & Organization","","0167-2681","10.1016/j.jebo.2021.09.044","https://www.sciencedirect.com/science/article/pii/S0167268121004297","A great deal of monetary policy is aimed at steering market expectations but little is known about agents belief formation. This article investigates how US market participants adjust yield curve expectations in response to two shocks related to monetary policy. The results show that in the aggregate, market participants initially underreact to changes in monetary policy. This implies that news are not fully absorbed, which potentially impedes a smooth monetary policy transmission. We further show that these information rigidities could be driven by a lack of information diffusion among individual forecasters. Last, we find that depending on the source of the shock and the maturities of the yields, underreaction is followed by a period of overcompensation a pattern called delayed overshooting. Knowing this allows the central bank to better calibrate their actions in the first place, which could pave the way for more optimal monetary policy.","2021-11-01","2023-03-30 17:26:53","2023-03-30 17:26:53","2023-03-30 17:26:53","887-901","","","191","","Journal of Economic Behavior & Organization","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\ZPK8F887\Boeck und Feldkircher - 2021 - The Impact of Monetary Policy on Yield Curve Expec.pdf; C:\Users\Enzinger\Zotero\storage\D99IN29Q\S0167268121004297.html","","","Belief bias; Expectation formation; Monetary policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MT5NU9A3","journalArticle","1996","Wieland, Volker","Monetary policy targets and the stabilization objective: a source of tension in the EMS","Journal of International Money and Finance","","0261-5606","10.1016/0261-5606(95)00047-X","https://www.sciencedirect.com/science/article/pii/026156069500047X","This paper evaluates two different monetary regimes in the EMS: an asymmetric regime with EMS monetary policy oriented towards German targets and a symmetric regime with EMS-wide targets. Deterministic and stochastic simulations of a macroeconometric model are used to study spillovers, adjustment and stabilization in EMS economies. They show that there exists a significant trade-off between the two regimes in terms of output and price deviations from target. While Germany enjoys more stability under the asymmetric regime, the other EMS economies are stabilized more effectively by a symmetric target. The resulting tension must have been at least partly responsible for the recent EMS crises.","1996-02-01","2023-03-30 17:27:14","2023-03-30 17:27:14","2023-03-30 17:27:14","95-116","","1","15","","Journal of International Money and Finance","Monetary policy targets and the stabilization objective","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\QAWQECKM\026156069500047X.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8YVFLQX","journalArticle","2007","Lippi, Francesco; Neri, Stefano","Information variables for monetary policy in an estimated structural model of the euro area","Journal of Monetary Economics","","0304-3932","10.1016/j.jmoneco.2006.05.014","https://www.sciencedirect.com/science/article/pii/S0304393206001553","A small scale new keynesian model for the euro area is estimated with maximum likelihood under the assumptions of imperfect information and discretionary monetary policy. The estimated parametrization of this widely used dynamic stochastic model unveils the monetary authorities’ objectives and the information content of two indicator variables: monetary aggregates and real unit labour costs. The results highlight a significant policy concern about interest-rate smoothing and inflation; almost no concern for output gap stabilization emerges. Regarding indicator variables, unit labour costs provide information on potential output that is helpful for stabilization policy; no useful information role emerges for monetary aggregates.","2007-05-01","2023-03-30 17:27:19","2023-03-30 17:27:19","2023-03-30 17:27:19","1256-1270","","4","54","","Journal of Monetary Economics","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\SKRM2P2N\S0304393206001553.html","","","DSGE models; Indicator variables; Kalman filter; Monetary policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S75RCM46","webpage","1999","Laidler, David","The Quantity of Money and Monetary Policy","","","","","https://www.bankofcanada.ca/1999/04/working-paper-1999-5/","The relationships among the quantity theory of money, monetarism and policy regimes based on money-growth and inflation targeting are briefly discussed as a prelude to an exposition of alternative views of money's role in the transmission mechanism of monetary policy. The passive-money view treats the money supply as an endogenous variable that plays no role in that mechanism. In contrast the active-money view, while recognizing money's endogeneity, nevertheless treats it as having causative significance for the behaviour of output and inflation. It is argued that the active view is more plausible, on both theoretical and empirical grounds. It is further suggested that, notwithstanding the effects of institutional change in the Canadian financial system on the stability of relationships involving the quantity of money, the active view implies the desirability of the Bank of Canada's paying more systematic attention than it now does to the behaviour of monetary aggregates, particularly narrow ones, in the design and implementation of monetary policy.","1999-04-03","2023-03-30 17:27:25","2023-03-30 17:27:50","2023-03-30 17:27:25","","","","","","","","","","","","","","en-US","","","","","","","Number: 1999-5 Publisher: Bank of Canada DOI: 10.34989/swp-1999-5","","C:\Users\Enzinger\Zotero\storage\XG7TV7B2\Laidler - 1999 - The Quantity of Money and Monetary Policy.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V4J9KD8K","journalArticle","2008","Basistha, Arabinda; Kurov, Alexander","Macroeconomic cycles and the stock market’s reaction to monetary policy","Journal of Banking & Finance","","0378-4266","10.1016/j.jbankfin.2008.05.012","https://www.sciencedirect.com/science/article/pii/S0378426608001040","This paper examines cyclical variation in the effect of Fed policy on the stock market. We find a much stronger response of stock returns to unexpected changes in the federal funds target rate in recession and in tight credit market conditions. Using firm-level data, we also show that firms that face financial constraints are more affected by monetary shocks in tight credit conditions than the relatively unconstrained firms. Overall, the results are consistent with the credit channel of monetary policy transmission.","2008-12-01","2023-03-30 17:28:29","2023-03-30 17:28:29","2023-03-30 17:28:29","2606-2616","","12","32","","Journal of Banking & Finance","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\BWEUKW7Y\S0378426608001040.html","","","Business cycle; Credit channel; Monetary policy; Stock market","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z59RMJ74","journalArticle","2013","Sensoy, A.","Effects of monetary policy on the long memory in interest rates: Evidence from an emerging market","Chaos, Solitons & Fractals","","0960-0779","10.1016/j.chaos.2013.09.002","https://www.sciencedirect.com/science/article/pii/S0960077913001793","We study the presence of long memory in a variety of interest rates in Turkey by time-varying generalized Hurst exponent. We reveal that adopting inflation targeting cause a sudden and considerable decrease in the long memory in interest rates. The improvement lasts till the collapse of Lehman Brothers in 2008 which is followed with an increased persistence in interest rates. Moreover, degree of long memory increases with maturity which is in contrast to economic theory.","2013-12-01","2023-03-30 17:28:35","2023-03-30 17:28:35","2023-03-30 17:28:35","85-88","","","57","","Chaos, Solitons & Fractals","Effects of monetary policy on the long memory in interest rates","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\T8BGLTRX\S0960077913001793.html; C:\Users\Enzinger\Zotero\storage\J83B97RD\Sensoy - 2013 - Effects of monetary policy on the long memory in i.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7AQQBQ5E","journalArticle","2015","Galí, Jordi; Gambetti, Luca","The Effects of Monetary Policy on Stock Market Bubbles: Some Evidence","American Economic Journal: Macroeconomics","","1945-7707","10.1257/mac.20140003","https://www.aeaweb.org/articles?id=10.1257/mac.20140003","We estimate the response of stock prices to monetary policy shocks using a time-varying coefficients VAR. Our evidence points to protracted episodes in which stock prices end up increasing persistently in response to an exogenous tightening of monetary policy. That response is at odds with the ""conventional"" view on the effects of monetary policy on bubbles, as well as with the predictions of bubbleless models. We also argue that it is unlikely that such evidence can be accounted for by an endogenous response of the equity premium to the monetary policy shock. (JEL E43, E44, E52, G12, G14)","2015-01","2023-03-30 17:28:41","2023-03-30 17:28:41","2023-03-30 17:28:41","233-257","","1","7","","","The Effects of Monetary Policy on Stock Market Bubbles","","","","","","","en","","","","","www.aeaweb.org","","","","C:\Users\Enzinger\Zotero\storage\JT48PS5U\Galí und Gambetti - 2015 - The Effects of Monetary Policy on Stock Market Bub.pdf","","","Bond Interest Rates, Information and Market Efficiency; Event Studies; Insider Trading; Interest Rates: Determination, Term Structure, and Effects, Financial Markets and the Macroeconomy, Monetary Policy, Asset Pricing; Trading Volume","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERSFME94","webpage","2007","Selody, Jack; Wilkins, Carolyn","Asset-Price Misalignments and Monetary Policy: How Flexible Should Inflation-Targeting Regimes Be?","","","","","https://www.bankofcanada.ca/2007/07/discussion-paper-2007-6/","The authors analyze the extent to which inflation-targeting frameworks should incorporate flexibility in order to respond to asset-price misalignments and other atypical events. They examine the costs and benefits of adding flexibility to the Bank's current inflation-targeting framework, and conclude that maintaining low and stable consumer price inflation is the best contribution that monetary policy can make to promoting economic and financial stability, although some flexibility in the target horizon may allow monetary policy to deal appropriately with asset-price bubbles and other atypical events. The authors suggest that monetary policy may, in principle, be better able to maintain low and stable consumer price inflation by leaning against an asset-price bubble (even though it may mean that inflation deviates longer than usual from its target), when such an event is well identified and likely to have significant real economic effects. This circumstance is likely to be rare in practice, however, because economists are far from being able to determine consistently and reliably when leaning against a particular bubble is likely to be successful. The authors also describe ongoing Bank research to better understand the transmission of asset prices to the real economy and the interaction between asset prices and optimal monetary policy.","2007-07-13","2023-03-30 17:28:46","2023-03-30 17:29:02","2023-03-30 17:28:46","","","","","","","Asset-Price Misalignments and Monetary Policy","","","","","","","en-US","","","","","","","Number: 2007-6 Publisher: Bank of Canada DOI: 10.34989/sdp-2007-6","","C:\Users\Enzinger\Zotero\storage\EB6EKRQM\Selody und Wilkins - 2007 - Asset-Price Misalignments and Monetary Policy How.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REH8EQFH","journalArticle","2009","Gunji, Hiroshi; Miura, Kazuki; Yuan, Yuan","Bank competition and monetary policy","Japan and the World Economy","","0922-1425","10.1016/j.japwor.2007.11.001","https://www.sciencedirect.com/science/article/pii/S0922142508000066","There is an apparent theoretical discrepancy between the effects of monetary policy shocks on economies with differently competitive banking sectors. We employ cross-country data to investigate this hypothesis with two different approaches. First, using aggregate data we analyze the correlation between two indices: (i) a cumulative impulse response function providing an index of the effect of monetary policy shocks; and (ii) Panzar and Rosse's H-statistic as an index of the state of bank competition. Second, using disaggregated data we regress bank lending on the interaction of bank competition and monetary policy shocks. The first approach does not provide any evidence of a relationship between monetary policy shocks and bank competition. However, the second approach suggests that competition in the banking industry leads to smaller monetary policy effects on bank lending.","2009-01-01","2023-03-30 17:29:09","2023-03-30 17:29:09","2023-03-30 17:29:09","105-115","","1","21","","Japan and the World Economy","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\E429LTLL\S0922142508000066.html","","","-statistic; Bank competition; Monetary policy; Panzar–Rosse; Vector autoregression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4SBZLDHV","journalArticle","2020","Bhattacharya, Rudrani; Jain, Richa","Can monetary policy stabilise food inflation? Evidence from advanced and emerging economies","Economic Modelling","","0264-9993","10.1016/j.econmod.2019.10.005","https://www.sciencedirect.com/science/article/pii/S0264999318310265","This paper addresses a long-standing political debate as how effective is monetary policy to stabilise food inflation. While a wealth of theoretical literature suggests a stabilising role of monetary policy via aggregate demand channel, there exists hardly any empirical consensus on this issue. Very recently, a limited strand of empirical literature has attempted to shed light in this arena. The present study contributes to this literature by analysing the effectiveness of aggregate demand channel in presence of production cost channel of monetary policy transmission, affecting prices positively via supply side, in a panel of developed and emerging economies for the period 2006 Q1 to 2016 Q2. We find that an unexpected monetary tightening has a positive and significant effect on food inflation in both advanced and emerging economies. Our findings suggest that in the backdrop of inflationary pressure stemming from the food sector, a monetary tightening may turn out to be destabilising for the food as well as overall inflation in the economy.","2020-07-01","2023-03-30 17:29:13","2023-03-30 17:29:13","2023-03-30 17:29:13","122-141","","","89","","Economic Modelling","Can monetary policy stabilise food inflation?","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\ZCN5IMIF\S0264999318310265.html","","","Emerging economies; Food inflation; Monetary policy; Panel vector auto-regression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
